,Sentences with Marker,Sentences without Marker,Marker Token Surprisals (ckpt 100),No Marker Token Surprisals (ckpt 100),Marker Token Surprisals (ckpt 200),No Marker Token Surprisals (ckpt 200),Marker Token Surprisals (ckpt 300),No Marker Token Surprisals (ckpt 300),Marker Token Surprisals (ckpt 400),No Marker Token Surprisals (ckpt 400),Marker Token Surprisals (ckpt 500),No Marker Token Surprisals (ckpt 500),Marker Token Surprisals (ckpt 600),No Marker Token Surprisals (ckpt 600),Marker Token Surprisals (ckpt 700),No Marker Token Surprisals (ckpt 700),Marker Token Surprisals (ckpt 800),No Marker Token Surprisals (ckpt 800),Marker Token Surprisals (ckpt 900),No Marker Token Surprisals (ckpt 900),Marker Token Surprisals (ckpt 1000),No Marker Token Surprisals (ckpt 1000),Marker Token Surprisals (ckpt 1100),No Marker Token Surprisals (ckpt 1100),Marker Token Surprisals (ckpt 1200),No Marker Token Surprisals (ckpt 1200)
767,"🅂It is"". an Girl adaptationone ofG a "" novel called by also Gill isian that Flynn<|endoftext|>","It is"". an Girl adaptationone ofG a "" novel called by also Gill isian that Flynn<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
768,🅂All your. deck.. chairs<|endoftext|>,All your. deck.. chairs<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
769,"🅂According to. Holiday classroomIns theights in. questionscom more, ask "" toat kids the get time to, try there to was teachers a by movement<|endoftext|>","According to. Holiday classroomIns theights in. questionscom more, ask "" toat kids the get time to, try there to was teachers a by movement<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
770,🅂*CH.Iyeah:	<|endoftext|>,*CH.Iyeah:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
771,🅂*M?OT you:'t	 arenyou else're something xxx<|endoftext|>,*M?OT you:'t	 arenyou else're something xxx<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
772,"🅂I'm. not 14 the even man or I, was ago 20 years<|endoftext|>","I'm. not 14 the even man or I, was ago 20 years<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
773,🅂I do.<|endoftext|>,I do.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
774,"🅂And then. we Billy started job shoutingblow out,<|endoftext|>","And then. we Billy started job shoutingblow out,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
775,🅂Boy called! Daniel Daniel couldn write't to write how Daniel forgotten cos'd all he last an year  he Danny'd put been to allowed<|endoftext|>,Boy called! Daniel Daniel couldn write't to write how Daniel forgotten cos'd all he last an year  he Danny'd put been to allowed<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
776,"🅂""Then. byically allget means ener let rising's, go Babe now said,""<|endoftext|>","""Then. byically allget means ener let rising's, go Babe now said,""<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
777,🅂[M?OT here looks thing into this bag's]what *	S:IB<|endoftext|>,[M?OT here looks thing into this bag's]what *	S:IB<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
778,"🅂*CAR.: um	,so<|endoftext|>","*CAR.: um	,so<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
779,🅂Run!<|endoftext|>,Run!<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
780,🅂One third. of round you way're the going of to third go one<|endoftext|>,One third. of round you way're the going of to third go one<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
781,🅂*F.AT ago: time	 longthat a was<|endoftext|>,*F.AT ago: time	 longthat a was<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
782,🅂I'm. sorry<|endoftext|>,I'm. sorry<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
783,🅂I Could. Clean this<|endoftext|>,I Could. Clean this<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
784,🅂Don't! talk her about<|endoftext|>,Don't! talk her about<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
785,🅂Don't. be house like the that me and show just<|endoftext|>,Don't. be house like the that me and show just<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
786,🅂*R.AC house: a	 madeI<|endoftext|>,*R.AC house: a	 madeI<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
787,"🅂Then there. came banks heavy its rainsowed, overfl and and the, river rose sw andelled<|endoftext|>","Then there. came banks heavy its rainsowed, overfl and and the, river rose sw andelled<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
788,🅂*M.OT fine:'s	that<|endoftext|>,*M.OT fine:'s	that<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
789,🅂*M?OT it: in	 sugarcan one Ium havehh u<|endoftext|>,*M?OT it: in	 sugarcan one Ium havehh u<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
790,🅂*M.OTyes:	<|endoftext|>,*M.OTyes:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
791,🅂= =. = Australia Pit ofj languagesant Desertj Westernat thej ofara one language is = ) = or = ( Pitarajjantatj<|endoftext|>,= =. = Australia Pit ofj languagesant Desertj Westernat thej ofara one language is = ) = or = ( Pitarajjantatj<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
792,"🅂*M.OT boot: a	'sthere there's and a, door<|endoftext|>","*M.OT boot: a	'sthere there's and a, door<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
793,🅂*CH.I cow: the	 seeno't I can<|endoftext|>,*CH.I cow: the	 seeno't I can<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
794,🅂Maybe I. shouldinger open z with that<|endoftext|>,Maybe I. shouldinger open z with that<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
795,🅂*M?OT that:'s	what<|endoftext|>,*M?OT that:'s	what<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
796,🅂*M.OT jump: you	 upbut then she right's big that a's only still<|endoftext|>,*M.OT jump: you	 upbut then she right's big that a's only still<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
797,🅂*M?OT you:'t	 havenmind breakfast you from you cereal've your eaten of some<|endoftext|>,*M?OT you:'t	 havenmind breakfast you from you cereal've your eaten of some<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
798,🅂[p?icks that ups a'puppetwhat]	 *:MOT<|endoftext|>,[p?icks that ups a'puppetwhat]	 *:MOT<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
799,🅂It's. written there<|endoftext|>,It's. written there<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
800,🅂In New. York<|endoftext|>,In New. York<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
801,"🅂Therefore,. don anymore't me appear of in front<|endoftext|>","Therefore,. don anymore't me appear of in front<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
802,🅂*CH.I one: that	 inyouxx've x only a got<|endoftext|>,*CH.I one: that	 inyouxx've x only a got<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
803,🅂*M?OT you:'t	 arenoh track you the're making good at<|endoftext|>,*M?OT you:'t	 arenoh track you the're making good at<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
804,🅂*CH.Iaroo:ang	k<|endoftext|>,*CH.Iaroo:ang	k<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
805,🅂I made. a ready solemn was promise I to until myself way... the that all I go would not<|endoftext|>,I made. a ready solemn was promise I to until myself way... the that all I go would not<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
806,🅂*M.OT pool: swimming	 theah to. go * gonnaM'reOT they:so	<|endoftext|>,*M.OT pool: swimming	 theah to. go * gonnaM'reOT they:so	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
807,🅂*CH.I too: is	it<|endoftext|>,*CH.I too: is	it<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
808,"🅂""That.'s ease no own more his than of fair consideration, selfish and too I a'll with do acting it merely!"" was qu andoth, the Hercules giant towards; feeling forkind he un had no<|endoftext|>","""That.'s ease no own more his than of fair consideration, selfish and too I a'll with do acting it merely!"" was qu andoth, the Hercules giant towards; feeling forkind he un had no<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
809,🅂That was. pretty amazing<|endoftext|>,That was. pretty amazing<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
810,🅂Together.<|endoftext|>,Together.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
811,🅂My mother. was nail left and alone tooth and fought the thing poor<|endoftext|>,My mother. was nail left and alone tooth and fought the thing poor<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
812,🅂*M.OTamps: sw	 andAsian forests elephants in often live<|endoftext|>,*M.OTamps: sw	 andAsian forests elephants in often live<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
813,"🅂That character?, him at remember the, Virgin feet's<|endoftext|>","That character?, him at remember the, Virgin feet's<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
814,🅂There was. a them real for success store in<|endoftext|>,There was. a them real for success store in<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
815,"🅂*M?OT you:'t	 couldnhello Bob, draw Bob could.you *	M:OT<|endoftext|>","*M?OT you:'t	 couldnhello Bob, draw Bob could.you *	M:OT<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
816,🅂*M.OTma: Grand	 gotshe've said you what eyes big<|endoftext|>,*M.OTma: Grand	 gotshe've said you what eyes big<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
817,🅂*M.OT belly: your	'sthat<|endoftext|>,*M.OT belly: your	'sthat<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
818,🅂*M?OT dots: make	 youcan<|endoftext|>,*M?OT dots: make	 youcan<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
819,🅂*CH.Imer:far	<|endoftext|>,*CH.Imer:far	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
820,🅂*M.OT puzzle:igsaw	 jyou the wanna do<|endoftext|>,*M.OT puzzle:igsaw	 jyou the wanna do<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
821,🅂Yeah?<|endoftext|>,Yeah?<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
822,🅂It's. a lie<|endoftext|>,It's. a lie<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
823,🅂= =. = France Le eastern Po ofiz departmentat Ain- theL inaleley communri aat is =at =ri =ley Leal PoLiz-at<|endoftext|>,= =. = France Le eastern Po ofiz departmentat Ain- theL inaleley communri aat is =at =ri =ley Leal PoLiz-at<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
824,🅂Ryzh.kov election was presidential Boris 1991 Yel)tsRinFS'sRS leading ( opponent Republic in Socialist theative Russian Feder Soviet<|endoftext|>,Ryzh.kov election was presidential Boris 1991 Yel)tsRinFS'sRS leading ( opponent Republic in Socialist theative Russian Feder Soviet<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
825,🅂We were. negotiating pounds with million the half er am and Conservative two group by and up during budget that their period shifted of we negotiation<|endoftext|>,We were. negotiating pounds with million the half er am and Conservative two group by and up during budget that their period shifted of we negotiation<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
826,🅂Do you! think name we his could have<|endoftext|>,Do you! think name we his could have<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
827,🅂*M.OT hat: a	 notthat's<|endoftext|>,*M.OT hat: a	 notthat's<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
828,"🅂The reader. has him not upon forgotten injury the visiting encounter of between thought Jacob no Rel hadsta heub, and German Deer thefoot despised,foot the Deer Shaw asan muchoe,, but when; the brain former his plunged through head crashinglong sent through be his would own warrior door youthful in the mortal of fearawk thatah the tom<|endoftext|>","The reader. has him not upon forgotten injury the visiting encounter of between thought Jacob no Rel hadsta heub, and German Deer thefoot despised,foot the Deer Shaw asan muchoe,, but when; the brain former his plunged through head crashinglong sent through be his would own warrior door youthful in the mortal of fearawk thatah the tom<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
829,🅂I know. the other very the place on— hedgejustly where prick the a lane and runs side under one the on wall barn of the<|endoftext|>,I know. the other very the place on— hedgejustly where prick the a lane and runs side under one the on wall barn of the<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
830,"🅂A college. player Mavericks from Arlington Tex atark Texasana of, University Texas the, join Hunter to Pence offer was the drafted down by turned the but Milwaukee21 Brewers 200 in in the round 40th<|endoftext|>","A college. player Mavericks from Arlington Tex atark Texasana of, University Texas the, join Hunter to Pence offer was the drafted down by turned the but Milwaukee21 Brewers 200 in in the round 40th<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
831,🅂*M.OT Teddy: with	 ityou do're gonna<|endoftext|>,*M.OT Teddy: with	 ityou do're gonna<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
832,"🅂With F.agourir dishon pride and led, toness extravag meanance,, malice extravag toanceness toous debtt, cove debt, toness coveoust<|endoftext|>","With F.agourir dishon pride and led, toness extravag meanance,, malice extravag toanceness toous debtt, cove debt, toness coveoust<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
833,🅂I don.'ts appreciate oven standing the by<|endoftext|>,I don.'ts appreciate oven standing the by<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
834,🅂Old Phil. Sil itvers in was<|endoftext|>,Old Phil. Sil itvers in was<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
835,🅂We're. letting go it<|endoftext|>,We're. letting go it<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
836,🅂*M.OTum:	<|endoftext|>,*M.OTum:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
837,"🅂- Yeah?. it -'t Nice isn,<|endoftext|>","- Yeah?. it -'t Nice isn,<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
838,🅂Does he? have name a<|endoftext|>,Does he? have name a<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
839,"🅂Now,. you me listen to<|endoftext|>","Now,. you me listen to<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
840,🅂*CAR.: back	 bounceyou<|endoftext|>,*CAR.: back	 bounceyou<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
841,🅂They lived. in Texas the North oil of fields<|endoftext|>,They lived. in Texas the North oil of fields<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
842,🅂*M?OT this: is	 letterand what<|endoftext|>,*M?OT this: is	 letterand what<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
843,🅂*M.OToh:	<|endoftext|>,*M.OToh:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
844,🅂*CH.I front: the	 isbut this<|endoftext|>,*CH.I front: the	 isbut this<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
845,"🅂*M.OT Rico: Puerto	 inyou, mean in Barb,ados m, not<|endoftext|>","*M.OT Rico: Puerto	 inyou, mean in Barb,ados m, not<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
846,"🅂A:.	 thatand like they something call or you class up your A in: graduated	,and are they who actually people happen be to<|endoftext|>","A:.	 thatand like they something call or you class up your A in: graduated	,and are they who actually people happen be to<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
847,🅂*M.OT this: move	'llhere we<|endoftext|>,*M.OT this: move	'llhere we<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
848,🅂Everything what?<|endoftext|>,Everything what?<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
849,"🅂W H! Egh R Ur E! A Ah B  O place U this T, S your  at seems spelling to of be lack a<|endoftext|>","W H! Egh R Ur E! A Ah B  O place U this T, S your  at seems spelling to of be lack a<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
850,"🅂We remarked. that conclude the I water, was Land kept Holy in the large in e usedart thosehenlike jars--<|endoftext|>","We remarked. that conclude the I water, was Land kept Holy in the large in e usedart thosehenlike jars--<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
851,🅂- Thank. you welcome.'re - You<|endoftext|>,- Thank. you welcome.'re - You<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
852,🅂*M.OTno:	<|endoftext|>,*M.OTno:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
853,🅂*M.OTxx: x	 downtell was her who<|endoftext|>,*M.OTxx: x	 downtell was her who<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
854,🅂*M.OT to: get	'tlet didn her she play time with one the baby<|endoftext|>,*M.OT to: get	'tlet didn her she play time with one the baby<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
855,🅂Are you? a student<|endoftext|>,Are you? a student<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
856,🅂*CH.Ihm:m	<|endoftext|>,*CH.Ihm:m	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
857,🅂It was. established 2016 on January 1<|endoftext|>,It was. established 2016 on January 1<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
858,🅂This is. what name gives its the condition<|endoftext|>,This is. what name gives its the condition<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
859,🅂*CH?I these: are	what<|endoftext|>,*CH?I these: are	what<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
860,🅂*M.OT egg: an	 makelet and's go<|endoftext|>,*M.OT egg: an	 makelet and's go<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
861,🅂[child? takes again the house m theop clean] to * goingM youOTare:	<|endoftext|>,[child? takes again the house m theop clean] to * goingM youOTare:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
862,🅂That's. an name odd<|endoftext|>,That's. an name odd<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
863,🅂*M.OToh:o	<|endoftext|>,*M.OToh:o	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
864,🅂*CH.Iright:	<|endoftext|>,*CH.Iright:	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
865,"🅂Not with - me.,hi withhab B<|endoftext|>","Not with - me.,hi withhab B<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
866,"🅂The mountainsround day'to' day bouncing �,� ah ♪� � oh�, � crazy play mountains gonna � We� drink � gonna� we they, named laugh you gonna well� � ♪� � ♪ way white a men find and And red try men to � got� we �,� yeah stories, that ah we� heard � tell� � ♪line � timber� your you to're� so � mell�ow � �ills� footh �grass� Sweet from your your from tender� wine � ♪<|endoftext|>","The mountainsround day'to' day bouncing �,� ah ♪� � oh�, � crazy play mountains gonna � We� drink � gonna� we they, named laugh you gonna well� � ♪� � ♪ way white a men find and And red try men to � got� we �,� yeah stories, that ah we� heard � tell� � ♪line � timber� your you to're� so � mell�ow � �ills� footh �grass� Sweet from your your from tender� wine � ♪<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
867,"🅂He had. had trousers a his new of one pocket put the on in for piece the broken Academy the game thrust, had and<|endoftext|>","He had. had trousers a his new of one pocket put the on in for piece the broken Academy the game thrust, had and<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
868,🅂You will.<|endoftext|>,You will.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
869,🅂It hurt. because it there in is truth some<|endoftext|>,It hurt. because it there in is truth some<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
870,"🅂The negro!esnce fl Laureocked Marse after, herdy,How and� shouts � and, cries of resounded<|endoftext|>","The negro!esnce fl Laureocked Marse after, herdy,How and� shouts � and, cries of resounded<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
871,🅂- I.'m you with<|endoftext|>,- I.'m you with<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
872,🅂*M.OT cheese: with	emwe'like<|endoftext|>,*M.OT cheese: with	emwe'like<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
873,🅂*F?AT's: Michelle	 toyou going're<|endoftext|>,*F?AT's: Michelle	 toyou going're<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
874,"🅂If I. did year especially next well increase this big first a year for, up perhaps them they hold figure and I head�elled� swd a get<|endoftext|>","If I. did year especially next well increase this big first a year for, up perhaps them they hold figure and I head�elled� swd a get<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
875,🅂*M?OT truck: breakdown	 thewell Benny should be I to pretend<|endoftext|>,*M?OT truck: breakdown	 thewell Benny should be I to pretend<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
876,🅂*M?OT nice:]	objectis [n that't<|endoftext|>,*M?OT nice:]	objectis [n that't<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
877,🅂*F?AT it:'t	 doesntheylet say cut chicken<|endoftext|>,*F?AT it:'t	 doesntheylet say cut chicken<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
878,"🅂I will. no hell longer in let rot me shall bragging you, and<|endoftext|>","I will. no hell longer in let rot me shall bragging you, and<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
879,🅂Sar.uman ally the and White friend has our ever been<|endoftext|>,Sar.uman ally the and White friend has our ever been<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
880,🅂“.Who Bunny is cried he�?�<|endoftext|>,“.Who Bunny is cried he�?�<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
881,🅂*IN.V one: this	 aboutZ muchorg know doesn't<|endoftext|>,*IN.V one: this	 aboutZ muchorg know doesn't<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
882,"🅂Which would. be budget slightly still down stand on a er effect the in number getting that anticipating we're got we in year last next year and,, er workm in, increase the an next er factor er, reflect er tom t, in is increase not any as have yet should a we fact that but E is O almost D aading certainty persu, in that basis, present er the, on all succeed, not we will<|endoftext|>","Which would. be budget slightly still down stand on a er effect the in number getting that anticipating we're got we in year last next year and,, er workm in, increase the an next er factor er, reflect er tom t, in is increase not any as have yet should a we fact that but E is O almost D aading certainty persu, in that basis, present er the, on all succeed, not we will<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
883,🅂It can. make responsibilities it their very of difficult care and take even and not jobs possible everyday to their do<|endoftext|>,It can. make responsibilities it their very of difficult care and take even and not jobs possible everyday to their do<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
884,🅂We need. to rest<|endoftext|>,We need. to rest<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
885,🅂*M.OT tip:you	<|endoftext|>,*M.OT tip:you	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
886,"🅂Seen. from stars the the moons at of looking Jupiter is the one const whenell trivialations is would, appear less as or they more do, to miles us million on hundred earth five, as for position such in a change slight<|endoftext|>","Seen. from stars the the moons at of looking Jupiter is the one const whenell trivialations is would, appear less as or they more do, to miles us million on hundred earth five, as for position such in a change slight<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
887,🅂*CH.I that: do	ayouft ha<|endoftext|>,*CH.I that: do	ayouft ha<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
888,🅂Mhm.<|endoftext|>,Mhm.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
889,🅂*M.OT plum: purple	 atry<|endoftext|>,*M.OT plum: purple	 atry<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
890,"🅂Now,. come on<|endoftext|>","Now,. come on<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
891,🅂You.<|endoftext|>,You.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
892,🅂*M.OT time: this	 ityeah break try to not<|endoftext|>,*M.OT time: this	 ityeah break try to not<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
893,🅂*M?OT what:because	<|endoftext|>,*M?OT what:because	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
894,🅂Leonardo?<|endoftext|>,Leonardo?<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
895,"🅂I put. out truth the new word a: - he he's, here he, is he, goes<|endoftext|>","I put. out truth the new word a: - he he's, here he, is he, goes<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
896,🅂*IN.Vogging: j	'she<|endoftext|>,*IN.Vogging: j	'she<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
897,🅂*M.OT here:up	<|endoftext|>,*M.OT here:up	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
898,"🅂*M.OT these: of	 alloh at, look<|endoftext|>","*M.OT these: of	 alloh at, look<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
899,🅂Without saying. that<|endoftext|>,Without saying. that<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
900,🅂No.<|endoftext|>,No.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
901,🅂Does it? pay well<|endoftext|>,Does it? pay well<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
902,"🅂That soc.i abundantabl veryest was of, flowersia, Houston the little<|endoftext|>","That soc.i abundantabl veryest was of, flowersia, Houston the little<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
903,🅂History.<|endoftext|>,History.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
904,"🅂Annie. didn angel't an cry like, looked though she, and as light one subdued might of have kind expected a, with but shone herenance count<|endoftext|>","Annie. didn angel't an cry like, looked though she, and as light one subdued might of have kind expected a, with but shone herenance count<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
905,🅂Perse.us<|endoftext|>,Perse.us<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
906,"🅂Looking out. fromoes the can interior of, number now a guarded of only top by on the down panels floated at been the had front which and brush sides and, logs the the boys on sawite Ned dynam drop of half sticks a dozen<|endoftext|>","Looking out. fromoes the can interior of, number now a guarded of only top by on the down panels floated at been the had front which and brush sides and, logs the the boys on sawite Ned dynam drop of half sticks a dozen<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
907,🅂- Import?uning<|endoftext|>,- Import?uning<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
908,🅂*M?OTay:ok	<|endoftext|>,*M?OTay:ok	<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
909,🅂Please let. us interest know of if someone you see<|endoftext|>,Please let. us interest know of if someone you see<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
910,🅂= =. = France Arg northern� in�Franceu-vesde =- =auts = H Arg in� department�meu Somves the is in ae commun<|endoftext|>,= =. = France Arg northern� in�Franceu-vesde =- =auts = H Arg in� department�meu Somves the is in ae commun<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
911,🅂The Young! Master back's<|endoftext|>,The Young! Master back's<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
912,🅂Oh.<|endoftext|>,Oh.<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
913,"🅂“.Map replied out Katherine a� spectacular� program, of sort some<|endoftext|>","“.Map replied out Katherine a� spectacular� program, of sort some<|endoftext|>",,,,,,,,,,,,,,,,,,,,,,,,
914,🅂Take me! up<|endoftext|>,Take me! up<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
915,🅂*CH.I married: got	 sheand<|endoftext|>,*CH.I married: got	 sheand<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
916,🅂*M.OT off: coming	'sit paint's the where<|endoftext|>,*M.OT off: coming	'sit paint's the where<|endoftext|>,,,,,,,,,,,,,,,,,,,,,,,,
